 	Lysis Plate Batch	dNTP.batch	oligodT.order.no	plate.type	preparation.site	date.prepared	date.sorted	tissue	subtissue	mouse.id	FACS.selection	nozzle.size	FACS.instument	Experiment ID 	Columns sorted	Double check	Plate	Location 	Comments
D045343	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17		Spleen	NA	18_45_M	PI - 	100	Sony, Beckman	exp25			2	MACA18_6	
D045344	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170712	Brain	Cortex 	18_45_M	neurons	130	SIM1 SONY	exp 25			1	MACA17_4	
D045345	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170712	Brain	Cortex 	18_44_M	neurons	130	SIM1 SONY	exp 25			1	MACA17_11	
D045365	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170712	Brain	Hippocampus 	18_45_M	neurons	130	SONY SIM1	exp 25			1	MACA17_4	
D045366	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170712	Liver	Liver Non-hepatocytes/Small Cells	18_44_M	viable	100	SONY, SIM1	exp 25			1	MACA18_3	
D045367	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170712	Thymus	Thymus Epithelium	18_45_M		100	SONY SIM1	exp 25			1	MACA18_3	
D045368	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170712	Thymus	Thymus Flowthrough	18_44_M		100	SONY SIM1	exp 25			1	MACA18_3	
D045369	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170712	Thymus	Thymus Flowthrough	18_44_M		100	SONY SIM1	exp 25			2	MACA18_3	
D045370	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170712	Brain	Hippocampus 	18_45_M	neurons	130	SONY SIM1	exp 25			2	MACA17_4	
D045371	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170712	Brain	Hippocampus 	18_44_M	neurons	130	SONY SIM1	exp 25			2	MACA17_4	
D045372	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170712	Brain	Cortex 	18_45_M	neurons	130	SIM1 SONY	exp 25			2	MACA17_4	
D045373	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Trachea	NA	12_40_F		100	Clark	exp23			2	MACA17_1	
D045374	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Marrow	KLS	12_41_F		100	Clark	exp23			1	MACA18_2	
D045375	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Brain	Striatum 	12_40_F	Neurons	130	Sony SIM1	exp23			1	MACA17_3	
D045376	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Brain	Cortex 	12_40_F	Microglia	100	Sony SIM1	exp23			1	MACA17_1	
D045377	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Brain	Striatum 	12_40_F	Neurons	130	Sony SIM1	exp23			2	MACA17_1	
D045378	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Brain	Cortex 	12_41_F	Microglia	100	Sony SIM1	exp23			1	MACA17_1	
D045379	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Trachea	NA	12_40_F		100	Clark	exp23			1	MACA17_3	
D045380	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Trachea	NA	12_41_F		100	Clark	exp23			1	MACA17_3	
D045381	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170706	Fat	SCAT	12_36_M							1	MACA8_12	
D045382	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170712	Tongue	NA	18_45_M	Multiple	100	Sony, Beckman	exp25			1	MACA18_6	
D045383	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Brain	Hippocampus 	12_41_F	Neurons	130	Sony SIM1	exp23			2	MACA17_3	
D045384	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Brain	Striatum 	12_41_F	Microglia	100	Sony SIM1	exp23			1	MACA18_2	
D045385	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Brain	Hippocampus 	12_40_F	Microglia	100	Sony SIM1	exp23			1	MACA17_5	
D045386	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Brain	Hippocampus 	12_41_F	Microglia	100	Sony SIM1	exp23			1	MACA17_3	
D045387	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Colon	Proximal	12_41_F		100	Clark	exp23			2	MACA17_5	
D045388	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Colon	Distal	12_40_F		100	Clark	exp23			1	MACA16_14	
D045389	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Colon	Distal	12_40_F		100	Clark	exp23			1	MACA17_1	
D045390	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Colon	Distal	12_41_F		100	Clark	exp23			1	MACA17_14	
D045391	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Brain	Hippocampus 	1_62_M	Neurons	130	SONY SIM1	exp 34			2	MACA20_13	
D045392	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Liver	Liver Non-hepatocytes/Small Cells	1_62_M	Viable	100	SONY, SIM1	exp 34			1	MACA20_13	
D045393	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Marrow	B-cells	12_40_F		100	Clark	exp23			1	MACA18_10	
D045394	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Marrow	B-cells	12_41_F		100	Clark	exp23			1	MACA18_10	
D045395	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Liver	Liver Non-hepatocytes/Small Cells	1_62_M	Viable	100	SONY, SIM1	exp 34			2	MACA20_13	
D045396	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Brain	Hippocampus 	1_62_M	Neurons	130	SONY SIM1	exp 34			1	MACA20_13	
D045397	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17													
D045398	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Lung	EPCAM	1_62_M	Multiple	100	Aria	exp 34			2	MACA21_5	
D045399	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Marrow 	Granulocytes	1_63_M		100	Clark	exp 34			2	MACA21_7	
D045400	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Lung	EPCAM	1_62_M	Multiple	100	Aria	exp 34			1	MACA21_5	
D045401	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170712	Thymus	Thymus Epithelium	18_44_M		100	SONY SIM1	exp 25			1	MACA18_6	
D045402	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Marrow 	Granulocytes	1_62_M		100	Clark	exp 34			2	MACA21_2	
D045403	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Marrow 	Granulocytes	1_63_M		100	Clark	exp 34			1	MACA21_7	
D045404	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170712	Marrow	KLS	18_44_M		100	Clark	exp 25			2	MACA18_7	
D045405	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170712	Marrow	T cells	18_45_M		100	Clark	exp 25			1	MACA18_4	
D045406	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170712	Marrow	B-cells	18_44_M		100	Clark	exp 25			2	MACA18_4	
D045407	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170712	Tongue	NA	18_45_M	Multiple	100	Sony, Beckman	exp25			2	MACA17_11	
D045408	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Colon	Proximal	12_40_F		100	Clark	exp23			1	MACA17_1	
D045409	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Colon	Proximal	12_41_F		100	Clark	exp23			1	MACA17_5	
D045410	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17											2	MACA17_5	
D045411	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Mammary Gland	Mammary Gland 	12_40_F				exp23			1	MACA17_10	
D045412	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Colon	Proximal	12_40_F		100	Clark	exp23			2	MACA17_1	
D045413	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Pancreas	Endocrine	12_41_F		100	Clark	exp23			3	MACA17_3	
D045414	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17											3	MACA17_5	
D045415	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Mammary Gland	Mammary Gland 	12_41_F				exp23			1	MACA17_10	
D045416	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Pancreas	Exocrine	12_41_F		100	Clark	exp23			1	MACA17_5	
D045417	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Pancreas	Endocrine	12_41_F		100	Clark	exp23			2	MACA17_1	
D045418	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Pancreas	Endocrine	12_41_F		100	Clark	exp23			1	MACA17_5	
D045419	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Trachea	NA	12_41_F		100	Clark	exp23			2	MACA17_1	
D045446	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Marrow	T cells	12_41_F		100	Clark	exp23			1	MACA18_10	
D045499 (Likely this is a mistake)	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17													
D045873	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Fat	BAT	1_63_M	Multiple	100	SONY SIM1	exp 34			2	MACA21_6	
D045874	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Lung	Endomucin	12_41_F	Multiple	100	Aria	exp23			1	MACA18_2	
D045875	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Fat	MAT	1_62_M	Multiple	100	SONY SIM1	exp 34			2	MACA21_6	
D045901	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Fat	GAT	1_63_M	Multiple	100	SONY SIM1	exp 34			1	MACA21_6	
D045982	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Liver	Liver Non-hepatocytes/Small Cells	1_63_M	viable	100	SONY, SIM1	exp 34			1	MACA20_13	
D045983	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Thymus	Flowthrough	 		100	Sony SIM1	exp23			2	MACA19_2	
D045984	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Marrow	KLS	12_40_F		100	Clark	exp23			2	MACA17_14	
D045985	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Lung	EPCAM	12_41_F	Multiple	100	Aria	exp23			1	MACA19_2	
D045986	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Brain	Cortex 	12_40_F	Neurons	130	SIM1 Sony	exp23			2	MACA17_5	
D045987	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Brain	Cortex 	12_41_F	Neurons	130	SIM1 Sony	exp23			2	MACA18_2	
D045988	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Brain	Cortex 	12_40_F	Neurons	130	SIM1 Sony	exp23			1	MACA17_3	
D045989	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Lung	Endomucin	12_40_F	Multiple	100	Aria	exp23			1	MACA19_2	
D045990	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Colon	Distal	12_41_F		100	Clark	exp23			2	MACA19_2	
D045991	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Lung	EPCAM	12_40_F	Multiple	100	Aria	exp23			1	MACA18_2	
D045992	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Lung	EPCAM	12_40_F	Multiple	100	Aria	exp23			3	MACA17_14	
D045993	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Brain	Cortex 	12_41_F	Neurons	130	SIM1 Sony	exp23			1	MACA17_5	
D045994	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170706	Fat	GAT	12_37_M	Multiple	100	Sony SIM1	exp21			2	MACA16_14	
D045995	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170706	Fat	GAT	12_36_M							1	MACA8_12	
D045996	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170706	Fat	GAT	12_37_M							1	MACA8_12	
D045997	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Lung	EPCAM	12_41_F	Multiple	100	Aria	exp23			2	MACA19_2	
D045998	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Thymus	Thymus Flowthrough	1_63_M		100	SONY SIM1	exp 34			2	MACA20_11	
D045999	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Fat	SCAT	1_62_M	Multiple	100	SONY SIM1	exp 34			2	MACA21_6	
D046000	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Fat	MAT	1_63_M	Multiple	100	SONY SIM1	exp 34			1	MACA21_6	
D046001	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Fat	GAT	1_63_M	Multiple	100	SONY SIM1	exp 34			2	MACA21_6	
D046002	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170706	Fat	GAT	12_36_M							2	MACA8_12	
D046003	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Skin	Skin Anagen	1_62_M				exp 34			2	MACA21_6	
D046004	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Skin	Skin Anagen	1_62_M				exp 34			3	MACA21_6	
D046005	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Lung	EPCAM	12_41_F	Multiple	100	Aria	exp23			1	MACA17_10	
D046006	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Marrow	KLS	12_41_F		100	Clark	exp23			2	MACA18_2	
D046007	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Kidney	NA	1_62_M	PI -	100	Sony, Beckman	exp 34			1	MACA20_11	
D046008	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Kidney	NA	1_62_M	PI -	100	Sony, Beckman	exp 34			2	MACA20_11	
D046009	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Kidney	NA	1_63_M	PI -	100	Sony, Beckman	exp 34			1	MACA20_11	
D046010	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Kidney	NA	1_63_M	PI -	100	Sony, Beckman	exp 34			2	MACA20_11	
D046011	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Spleen 	NA	1_62_M	PI - 	100	Sony, Beckman	exp 34			1	MACA21_4	
D046012	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Liver	Liver Non-hepatocytes/Small Cells	1_63_M	viable	100	SONY, SIM1	exp 34			2	MACA20_13	
D046013	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Brain	Hippocampus 	1_63_M	Neurons	130	SONY SIM1	exp 34			1	MACA20_13	
D046014	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Brain	Hippocampus 	1_63_M	Neurons	130	SONY SIM1	exp 34			2	MACA20_13	
D046015	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Marrow	T cells	12_40_F		100	Clark	exp23			2	MACA18_2	
D046016	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Mammary Gland	Mammary Gland 	12_41_F				exp23			3	MACA17_8	
D046017	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Thymus	Thymus Flowthrough	12_40_F		100	Sony SIM1	exp23			1	MACA19_2	
D046018	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Mammary Gland	Mammary Gland 	12_41_F				exp23			2	MACA18_10	
D046019	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Lung	EPCAM	12_40_F	Multiple	100	Aria	exp23			2	MACA19_2	
D046020	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Fat	SCAT	1_62_M	Multiple	100	SONY SIM1	exp 34			1	MACA21_6	
D046021	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Marrow	T cells	12_41_F		100	Clark	exp23			2	MACA18_10	
D046022	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Spleen 	NA	1_62_M	PI - 	100	Sony, Beckman	exp 34			2	MACA21_4	
D046023	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Marrow	T cells	12_40_F		100	Clark	exp23			1	MACA19_2	
D046024	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Marrow	KLS	12_40_F		100	Clark	exp23			1	MACA19_2	
D046025	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Spleen 	NA	1_63_M	PI -	100	Sony, Beckman	exp 34			1	MACA20_11	
D046026	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170728	Spleen 	NA	1_63_M	PI -	100	Sony, Beckman	exp 34			2	MACA20_11	
D046027	00014	00457912 and 00515686	6/23/17 12757296	Biorad HSP3901	Biohub	6/27/17	170710	Marrow	B-cells	12_41_F		100	Clark	exp23			2	MACA18_10	
MAA001607							170623	Bladder		4_21_M_P5	Multiple	100	Sony, Beckman	exp14			1		Cross check when received at SF
MAA001608							170623	Bladder		4_21_M_P5	Multiple	100	Sony, Beckman	exp14			2		Cross check when received at SF
D045596	NA (either 11,12,13,or 14)						170627	Liver	Other cells	4_24_M_P7	Viable	100	Sony SIM1	exp16			2	MACA9_5	
D045651	NA (either 11,12,13,or 14)						170627	Brain	Hippocampus	19_25_M_P7	Neurons	130	Sony SIM1	exp16			1	MACA9_2	
D045433_2	NA (either 11,12,13,or 14)						170627	Fat	SCAT	19_25_M_P7	Multiple	100	Sony SIM1	exp16			2	MACA9_5	
D044975	00015	00457912 	6/23/17 12757296	Biorad HSP3901	Biohub	6/28/17	170705	Brain	Cortex 	12_35_F	Microglia	100	Sony SIM1	exp20			1	MACA5_9	
D045074	00015	00457912 	6/23/17 12757296	Biorad HSP3901	Biohub	6/28/17	170705	Brain	Striatum 	12_34_F	Viable	130	Sony SIM1	exp20			1	MACA5_9	
D045075	00015	00457912	6/23/17 12757296	Biorad HSP3901	Biohub	6/28/17	170705	Brain	Cerebellum 	12_34_F	Microglia	100	Sony SIM1	exp20			1	MACA5_9	
D045076	00015	00457912	6/23/17 12757296	Biorad HSP3901	Biohub	6/28/17	170705	Brain	Hippocampus 	12_35_F	Viable	130	Sony SIM1	exp20			2	MACA5_9	
D045080	00015	00457912	6/23/17 12757296	Biorad HSP3901	Biohub	6/28/17	170705	Brain	Cerebellum 	12_34_F	Viable	130	Sony SIM1	exp20			2	MACA5_12	
D045081	00015	00457912	6/23/17 12757296	Biorad HSP3901	Biohub	6/28/17	170705	Mammary Gland	Mammary Gland 	12_35_F				exp20			2	MACA5_11	
D045084	00015	00457912	6/23/17 12757296	Biorad HSP3901	Biohub	6/28/17	170705	Brain	Cerebellum 	12_35_F	Viable	130	Sony SIM1	exp20			2	MACA5_12	
D045086	00015	00457912	6/23/17 12757296	Biorad HSP3901	Biohub	6/28/17	170705	Brain	Cerebellum 	12_35_F	Viable	130	Sony SIM1	exp20			1	MACA5_11	
MAA001279	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Colon	Distal	12_35_F		100	Clark	exp20			1	MACA7_3	
MAA001280	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Colon	Distal	12_35_F		100	Clark	exp20			2	MACA7_3	
MAA001281	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Lung	Endomucin	12_34_F	Multiple	100	Aria	exp20			1	MACA7_4	
MAA001282	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Lung	Endomucin	12_35_F	Multiple	100	Aria	exp20			1	MACA7_3	
MAA001283	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Spleen	NA	12_34_F	PI -	100	Sony, Beckman	exp20			1	MACA5_14	
MAA001284	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Spleen	NA	12_34_F	PI -	100	Sony, Beckman	exp20			2	MACA5_14	
MAA001285	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Spleen	NA	12_35_F	PI -	100	Sony, Beckman	exp20			1	MACA5_14	
MAA001286	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Spleen	NA	12_35_F	PI -	100	Sony, Beckman	exp20			2	MACA5_14	
MAA001287	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Heart	RA	12_34_F		130	Sony SIM1	exp20			1	MACA5_10	
MAA001288	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Heart	RA	12_35_F		130	Sony SIM1	exp20			1	MACA5_11	
MAA001289	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Heart	RV	12_34_F		130	Sony SIM1	exp20			1	MACA5_10	
MAA001290	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Heart	RV	12_35_F		130	Sony SIM1	exp20			1	MACA5_12	
MAA001291	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170629	Marrow	Granulocytes	19_29_M_P9		100	Clark	exp18			1	MACA6_12	
MAA001292	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170629	Marrow	Granulocytes	19_28_M_P9		100	Clark	exp18			1	MACA6_6	
MAA001293	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170629	Marrow	B cells	19_29_M_P9		100	Clark	exp18			1	MACA6_12	
MAA001294	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Brain	Cerebellum	19_33_M_P11	Microglia	100	Sony SIM1	exp19			1	MACA6_10	
MAA001295	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Brain	Cortex	4_32_M_P11	Microglia	100	Sony SIM1	exp19			1	MACA6_2	
MAA001296	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Liver	Other cells	19_33_M_P11	Viable	100	Sony SIM1	exp19			1	MACA6_13	
MAA001297	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Liver	Other cells	19_33_M_P11	Viable	100	Sony SIM1	exp19			2	MACA6_13	
MAA001298	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Brain	Striatum	19_33_M_P11	Neurons	130	Sony SIM1	exp19			1	MACA7_9	
MAA001299	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Thymus	Flowthrough	19_33_M_P11	Multiple	100	Sony SIM1	exp19			1	MACA7_9	
MAA001300	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Brain	Striatum	19_33_M_P11	Neurons	130	Sony SIM1	exp19			2	BIohub_25	
MAA001301	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Thymus	Flowthrough	4_32_M_P11	Multiple	100	Sony SIM1	exp19			2	MACA7_1	
MAA001302	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17													
MAA001303	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Marrow	B cells	19_33_M_P11		100	Clark	exp20			1	MACA7_10	
MAA001304	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Marrow	T cells	19_33_M_P11		100	Clark	exp20			1	MACA7_9	
MAA001305	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Thymus	Thymus Epithelium	12_35_F		100	Sony SIM1	exp20			1	MACA5_12	
MAA001306	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Thymus	Thymus Epithelium	12_34_F		100	Sony SIM1	exp20			1	MACA5_10	
MAA001307	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Thymus	Thymus Flowthrough	12_35_F		100	Sony SIM1	exp20			2	MACA5_11	
MAA001308	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170705	Thymus	Thymus Flowthrough	12_35_F		100	Sony SIM1	exp20			1	MACA5_11	
MAA001309	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Brain	Striatum	4_32_M_P11	Microglia	100	Sony SIM1	exp19			1	MACA6_2	
MAA001310	00015	00457912	6/23/17 12757296	Biorad HSP3801	Biohub	6/28/17	170630	Brain	Hippocampus	4_32_M_P11	Neurons	130	Sony SIM1	exp19			1	MACA6_2	
